Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S03867,April Hendrix,2008-01-19,Grade 5,841-297-7940
S03868,Autumn Santiago,2015-10-28,Grade 1,085-438-0716
S03869,Cynthia Phillips,2018-11-14,Grade 4,937-038-5127
S03870,Angela Dougherty DVM,2018-12-19,Grade 4,959-724-9210
S03871,Thomas Hunter,2018-01-20,Grade 4,401-628-8470
S03872,William Johnson,2014-08-03,Grade 3,unknown
S03873,Eric Collier,2011-05-19,Grade 1,257-773-1045
S03874,Danielle Adkins,2008-07-30,Grade 2,300-404-1734
S03875,Brandon Ross,2009-09-09,Grade 1,728-590-4090
S03876,Sharon Rivers,2014-10-26,Grade 3,436-471-9788
S03877,Paul Leblanc,2013-05-03,Grade 2,299-341-4001
S03878,Kelli Graham,2011-04-26,Grade 4,630-745-1952
S03879,Teresa Burke,2009-02-13,Grade 1,889-056-6289
S03880,Jennifer Bradley,2016-11-25,Grade 2,unknown
S03881,Michael Richards,2014-04-26,Grade 2,577-903-4552
S03882,Michael Montgomery,2013-02-10,Grade 2,584-527-2904
S03883,Terry Stevens,2007-10-12,Grade 3,300-162-1718
S03884,Cassie Sanchez,2011-07-14,Grade 1,451-906-2147
S03885,Clayton Johnson,2011-04-18,Grade 2,669-205-5366
S03886,Troy Keith,2015-08-13,Grade 2,215-867-2591
S03887,Justin Mitchell,2006-07-11,Grade 3,624-847-0014
S03888,Ashley Gonzalez,2011-12-05,Grade 3,055-785-2829
S03889,Danielle Bennett,2011-06-05,Grade 1,538-446-1087
S03890,Anthony Garza,2016-01-17,Grade 3,885-712-6683
S03891,elizabeth heath,2008-02-12,Grade 1,865-853-7007
S03892,Jessica Walker,2013-02-03,Grade 5,416-658-6738
S03893,Natasha Shields,2008-05-30,Grade 4,840-867-0750
S03894,Mary Ingram,2014-11-19,Grade 4,551-890-7168
S03895,Jonathan Russell,2017-11-23,Grade 5,446-599-4714
S03896,Jennifer Perez,2018-02-28,Grade 1,605-345-3564
S03897,Chloe Gibbs,2014-03-18,Grade 5,unknown
S03898,Ricky Parsons,2013-06-22,Grade 4,441-148-0665
S03899,Valerie Miller,2006-10-02,Grade 3,987-767-6425
S03900,Rachel Wyatt,2017-02-18,Grade 5,791-244-3154
S03901,amy perez,2011-12-25,Grade 5,998-600-4631
S03902,Renee Duncan,2008-08-16,Grade 5,385-911-2046
S03903,bailey campbell,2006-05-01,Grade 1,665-075-8783
S03904,Christian Conway,2007-08-06,Grade 2,793-986-8170
S03905,Jesus Foster,2012-12-02,Grade 1,410-411-2971
S03906,Brandy Walter,2009-05-23,Grade 5,497-426-5803
S03907,Marissa Schwartz,2016-08-17,Grade 2,464-874-6153
S03908,Amanda Gonzalez,2011-01-21,Grade 4,181-473-0152
S03909,Timothy Benson,2018-08-12,Grade 4,623-978-0830
S03910,danielle ross,2006-08-09,Grade 3,524-387-8283
S03911,Valerie Gregory,2017-04-19,Grade 4,853-798-5698
S03912,Calvin Elliott,2010-02-07,Grade 2,462-846-5060
S03913,Breanna Cook,2009-11-07,Grade 4,183-960-2457
S03914,Barbara Garcia,2016-11-15,Grade 1,142-056-5825
S03915,Jesse Watson,2009-05-08,Grade 2,377-643-7356
S03916,Charles Miller,2011-06-18,Grade 4,021-507-7350
S03917,Tammy Hunt,2015-10-11,Grade 5,754-934-8667
S03918,Thomas Hayes,2010-08-15,Grade 5,073-020-1948
S03919,Edward Fox,2006-12-10,Grade 1,650-187-1360
S03920,Timothy Humphrey,2016-03-10,Grade 4,920-356-5493
S03921,Michael Doyle,2014-10-21,Grade 2,361-448-7856
S03922,Melissa Bailey,2010-10-09,Grade 1,819-743-9879
S03923,Victoria Cruz,2012-03-21,Grade 4,471-391-7180
S03924,Troy Lambert,2010-08-22,Grade 3,738-623-2215
S03925,David Haas,2016-12-26,Grade 1,835-789-4518
S03926,Joanna Marquez,2008-02-05,Grade 5,999-027-9110
S03927,Rhonda Pearson MD,2011-07-26,Grade 4,751-802-0888
S03928,Clayton Harris,2018-02-22,Grade 4,778-960-2154
S03929,Jeffrey White,2018-03-18,Grade 2,040-075-2906
S03930,Robert Walter,2017-04-21,Grade 2,581-161-9396
S03931,Antonio Thompson,2012-11-27,Grade 3,368-892-2188
S03932,Colleen James,2013-07-01,Grade 1,867-747-4439
S03933,Richard Ochoa,2015-10-03,Grade 3,unknown
S03934,Donna Austin,2009-09-06,Grade 4,unknown
S03935,Nancy Cruz,2016-03-14,Grade 3,775-605-1717
S03936,Lindsey Gonzalez,2018-06-06,Grade 2,703-224-7199
S03937,Heather Barrera,2012-10-23,Grade 5,788-727-6905
S03938,William Patel,2010-11-06,Grade 5,213-539-3871
S03939,Kenneth Henson,2018-02-14,Grade 5,625-763-8449
S03940,Christine Strickland,2007-10-30,Grade 4,363-371-9179
S03941,Kenneth Fleming,2011-06-19,Grade 2,755-936-4267
S03942,Patrick Jackson,2006-05-08,Grade 4,583-440-6503
S03943,April Branch,2013-12-21,Grade 2,315-384-2680
S03944,Theodore Cunningham,2014-02-25,Grade 5,494-405-0931
S03945,Cynthia Hawkins,2019-02-19,Grade 4,139-786-9094
S03946,Rachel Daniels,2014-04-30,Grade 1,437-891-0628
S03947,Laura Martinez,2018-06-11,Grade 1,484-135-3710
S03948,Diana Oneal,2008-08-08,Grade 1,795-389-2630
S03949,Emily Washington,2010-08-08,Grade 5,596-075-4879
S03950,jeff mitchell,2008-01-23,Grade 2,unknown
S03951,Kayla Rice,2013-09-01,Grade 1,711-270-0895
S03952,Gina Roberts,2016-12-05,Grade 1,179-415-3283
S03953,Kathy Smith,2011-04-27,Grade 4,585-059-2669
S03954,Mark Gonzalez,2012-11-01,Grade 5,583-761-0489
S03955,Darren Ochoa,2008-11-12,Grade 5,310-310-3629
S03956,Jacob Bell,2011-06-29,Grade 2,744-152-5720
S03957,Joshua Mueller,2010-08-23,Grade 2,951-984-8974
S03958,Brandon Ferguson,2008-12-20,Grade 2,647-212-8682
S03959,Miranda Barker,2007-12-30,Grade 3,717-282-6451
S03960,Donald Flores,2007-08-06,Grade 5,807-719-0109
S03961,Eric Thompson,2012-08-07,Grade 5,670-307-0095
S03962,crystal andrews,2008-12-14,Grade 5,967-570-9753
S03963,Christina Garcia,2009-04-24,Grade 4,548-225-1514
S03964,Joshua Williams,2017-02-26,Grade 2,266-722-5411
S03965,Tiffany Walker,2008-12-03,Grade 2,411-334-0301
S03966,Keith Santos MD,2012-06-16,Grade 2,462-556-2029
S03967,Antonio Cherry,2011-08-31,Grade 1,004-705-2296
S03968,Lisa Wilcox,2014-03-16,Grade 3,261-976-9653
S03969,Shelly Olsen,2012-10-26,Grade 1,257-014-8638
S03970,John Bennett,2012-08-03,Grade 2,830-801-3134
S03971,rebecca green,2017-07-23,Grade 5,unknown
S03972,Carol Roberts,2012-10-01,Grade 2,321-392-5581
S03973,Mrs. Sandra Hutchinson,2010-01-23,Grade 4,456-673-8632
S03974,francis white,2015-12-12,Grade 4,553-431-1608
S03975,Darlene Mcclain,2007-11-22,Grade 1,unknown
S03976,Mark Clark,2017-04-25,Grade 1,838-210-8028
S03977,Erica Parsons,2009-10-11,Grade 5,286-274-0903
S03978,Beth Wood,2018-07-05,Grade 3,895-375-8914
S03979,John Griffin,2006-07-31,Grade 3,380-247-8878
S03980,Michael Nixon,2009-12-22,Grade 1,764-770-8333
S03981,Mr. Kenneth Nelson PhD,2014-01-10,Grade 5,840-918-6560
S03982,Breanna Campbell,2008-12-30,Grade 5,158-353-8474
S03983,Daniel Martin,2012-07-04,Grade 5,872-999-4423
S03984,Christian Mendoza,2007-02-07,Grade 2,102-763-9204
S03985,Mrs. Michelle Williams,2006-05-09,Grade 4,703-165-7367
S03986,Jacqueline Valdez,2008-01-28,Grade 3,unknown
S03987,Anthony Gonzalez,2013-09-11,Grade 3,252-028-5857
S03988,Michael Stone,2013-08-07,Grade 2,447-177-3453
S03989,Jill Fisher,2018-12-11,Grade 5,590-278-8336
S03990,Peter Page,2018-03-08,Grade 5,075-321-6452
S03991,Derek Henderson,2016-07-09,Grade 4,799-729-0795
S03992,Tara Cortez MD,2017-08-01,Grade 5,395-168-2889
S03993,Ryan Hardy,2015-04-08,Grade 4,669-651-5177
S03994,Andrea Miller,2014-03-28,Grade 1,366-738-0466
S03995,Nathan Ramirez,2014-04-12,Grade 4,895-689-4842
S03996,Steven Chavez,2013-10-08,Grade 4,547-386-3691
S03997,Kenneth Woods,2008-05-22,Grade 4,019-308-3962
S03998,matthew anderson,2010-03-10,Grade 3,896-314-1324
S03999,tammy yang,2011-07-09,Grade 4,487-380-2603
S04000,Margaret Garcia,2018-01-27,Grade 4,221-561-8451
S04001,Michael Hurst,2015-06-20,Grade 3,817-632-0056
S04002,Marcus Moore,2018-12-12,Grade 2,547-868-5059
S04003,Justin Baird II,2012-08-26,Grade 4,917-516-0859
S04004,Kurt Woods,2017-11-22,Grade 5,unknown
S04005,Walter Cunningham,2010-11-25,Grade 1,898-550-5368
S04006,Ryan Lawrence,2015-01-23,Grade 4,614-366-4892
S04007,megan flores,2009-05-01,Grade 3,615-230-0834
S04008,John Fisher,2017-03-26,Grade 2,819-317-2333
S04009,Crystal Mccullough,2008-04-23,Grade 5,690-621-8527
S04010,Melanie Webb,2012-07-03,Grade 2,384-940-5354
S04011,Catherine Boyd,2014-03-24,Grade 5,988-559-3057
S04012,Christian Trujillo,2014-03-25,Grade 1,762-374-9410
S04013,Kelly Garza,2008-07-10,Grade 1,000-250-6941
S04014,Richard Robinson,2010-12-30,Grade 4,489-035-0509
S04015,Jessica Edwards,2017-05-07,Grade 4,299-959-8557
S04016,Steven Austin,2015-04-03,Grade 5,unknown
S04017,Tina Gutierrez,2018-10-13,Grade 2,235-368-2817
S04018,Laura Johnson,2008-10-21,Grade 3,956-211-4942
S04019,crystal lynn,2007-08-15,Grade 1,664-438-7381
S04020,Daniel Wright,2010-03-17,Grade 4,735-182-2506
S04021,Curtis Henderson,2015-03-28,Grade 1,137-661-4927
S04022,Amanda James,2012-04-08,Grade 3,757-319-8196
S04023,Mrs. Abigail Gallagher,2016-03-18,Grade 4,208-166-1908
S04024,Angela Peterson,2011-05-02,Grade 3,603-423-0999
S04025,Christina Griffith,2016-06-23,Grade 3,778-906-9403
S04026,Jacqueline Herrera,2014-08-05,Grade 3,969-849-7432
S04027,Joseph Kemp,2009-12-30,Grade 2,519-220-5049
S04028,kristina goodwin,2015-04-29,Grade 1,896-950-8796
S04029,Paula Gibson,2013-06-28,Grade 2,152-072-4116
S04030,Ronald Alexander,2007-04-14,Grade 1,145-145-2790
S04031,Ashley Martin,2013-08-24,Grade 1,unknown
S04032,Scott Flores,2014-02-24,Grade 3,544-379-7610
S04033,Yvonne Ramirez,2012-10-18,Grade 1,760-710-4486
S04034,Michael Miller,2011-01-15,Grade 3,633-266-3184
S04035,Melissa Terry,2012-10-22,Grade 2,485-615-5257
S04036,Mary Hodge,2015-10-31,Grade 4,299-533-9190
S04037,Jeffrey Brown,2008-09-11,Grade 1,537-815-6375
S04038,Peter Wilson,2012-06-05,Grade 2,585-627-3768
S04039,Thomas Trevino,2010-07-29,Grade 5,610-310-3418
S04040,Maria Mcdaniel PhD,2006-09-24,Grade 5,930-254-0981
S04041,Christopher Robinson,2013-03-11,Grade 5,770-387-1672
S04042,Eric Kennedy,2016-02-25,Grade 5,700-380-6917
S04043,Jessica Mitchell,2013-10-18,Grade 1,803-432-9549
S04044,Nancy Jones,2013-10-08,Grade 4,152-400-4916
S04045,Lauren Adams,2008-02-15,Grade 1,818-033-9324
S04046,Jim Aguirre,2011-08-06,Grade 5,224-177-5779
S04047,Jordan Jones,2015-09-10,Grade 4,855-045-0736
S04048,Manuel Garner,2012-02-08,Grade 5,984-856-4981
S04049,Cory Harrington,2007-03-20,Grade 1,391-888-9003
S04050,Judith Dennis,2008-02-10,Grade 5,416-740-7673
S04051,Robin Haynes,2008-01-07,Grade 4,685-457-8366
S04052,melinda wilson,2011-01-27,Grade 2,214-394-5964
S04053,Jacob Benton,2006-04-10,Grade 3,815-629-4524
S04054,Jeremy Ward,2018-01-28,Grade 4,432-225-4540
S04055,Matthew Welch,2008-12-08,Grade 5,847-830-7743
S04056,Melissa Mcclain,2018-07-16,Grade 2,812-641-2699
S04057,Jeffrey Hill,2009-02-26,Grade 3,735-155-3129
S04058,Ashley Watts,2014-07-30,Grade 5,458-410-3907
S04059,Kari Warren,2017-04-22,Grade 2,901-846-4082
S04060,Lisa Calhoun,2014-09-26,Grade 2,797-059-1043
S04061,Virginia Bell,2013-06-02,Grade 1,664-913-3062
S04062,Michael Soto,2009-10-01,Grade 4,949-453-8704
S04063,Mikayla Weaver MD,2011-11-17,Grade 4,685-948-3251
S04064,Lee Campbell,2017-03-03,Grade 2,426-801-7409
S04065,ms. sandra best,2008-09-05,Grade 1,unknown
S04066,Jacob Lawson,2013-01-23,Grade 5,563-275-5926
S04067,Heather Perez,2014-12-18,Grade 2,738-703-1708
S04068,Tiffany Henderson,2015-02-26,Grade 1,989-187-0621
S04069,Tina Richardson,2017-11-12,Grade 2,400-947-5978
S04070,John Villegas,2010-03-28,Grade 4,607-392-1877
S04071,johnny thompson,2018-07-26,Grade 1,031-160-4922
S04072,gina vazquez,2006-12-08,Grade 3,553-620-8742
S04073,Janet Cruz,2011-07-15,Grade 1,554-866-9475
S04074,Amanda Roy,2008-07-31,Grade 5,657-194-2935
S04075,Patrick Rojas,2008-12-08,Grade 4,298-380-3463
S04076,George Russell,2013-11-19,Grade 1,444-695-9641
S04077,Jason Franklin,2007-11-09,Grade 2,902-925-9953
S04078,Jared Davis,2007-11-26,Grade 1,468-693-4491
S04079,Rebecca Doyle,2013-08-19,Grade 5,546-580-3835
S04080,Paul Steele,2016-11-05,Grade 2,unknown
S04081,Lisa Hall,2007-06-19,Grade 2,657-322-4343
S04082,Jacob Clark,2010-10-12,Grade 4,828-532-3474
S04083,Brianna Farrell,2015-06-06,Grade 1,431-720-6836
S04084,Cassie Walls,2011-02-17,Grade 4,678-232-1597
S04085,Shawna Carroll,2012-06-20,Grade 1,683-955-6954
S04086,Ralph Taylor,2006-09-01,Grade 5,156-007-0361
S04087,Jessica Smith,2018-09-16,Grade 3,689-171-2431
S04088,Tami Schwartz,2018-10-20,Grade 1,935-307-9182
S04089,Richard Mcmahon,2007-06-02,Grade 5,236-353-7245
S04090,Robert Flowers,2006-07-24,Grade 3,200-738-7110
S04091,Rodney Casey,2011-06-01,Grade 1,873-529-2584
S04092,Olivia Alexander,2008-08-16,Grade 3,752-815-1712
S04093,Jeremy Robinson,2012-05-12,Grade 5,328-416-8094
S04094,richard allen,2010-02-11,Grade 4,unknown
S04095,James Hubbard III,2009-03-26,Grade 3,365-397-2786
S04096,thomas bruce,2012-05-14,Grade 3,661-585-2505
S04097,Benjamin Thomas,2018-09-30,Grade 3,076-786-8683
S04098,Amber Mejia,2016-07-12,Grade 5,844-055-0550
S04099,Olivia Johnson,2010-02-26,Grade 2,unknown
S04100,Amanda Greene,2017-01-04,Grade 2,347-884-9163
S04101,Dr. Michael Conner PhD,2009-12-15,Grade 3,227-988-8875
S04102,Michael Meyer,2014-08-12,Grade 5,375-514-8542
S04103,Natalie Garcia,2018-02-13,Grade 5,645-453-6052
S04104,Angela Cervantes,2015-07-17,Grade 1,240-735-0351
S04105,John Wells,2011-09-17,Grade 5,830-947-5424
S04106,Christine Smith,2010-02-02,Grade 2,974-921-6390
S04107,Nicholas Baker,2017-04-27,Grade 2,358-507-6656
S04108,sonya mitchell,2009-03-23,Grade 5,348-377-3792
S04109,Melanie Ellis,2012-01-18,Grade 3,unknown
S04110,Donald Reid,2013-12-28,Grade 3,699-135-1938
S04111,Shannon Stone,2012-01-13,Grade 3,418-492-6049
S04112,Ralph Rodriguez,2015-08-07,Grade 2,938-896-5802
S04113,rebecca carlson,2012-02-10,Grade 2,740-114-4481
S04114,Jessica Aguilar,2018-07-11,Grade 3,757-029-8321
S04115,Juan Lara,2017-06-30,Grade 1,251-194-5916
S04116,lisa zimmerman,2008-08-02,Grade 2,110-950-0931
S04117,julie johnson,2015-04-22,Grade 4,311-978-7340
S04118,Sandra Gilbert,2012-06-28,Grade 3,305-447-2965
S04119,Robert Webster,2013-09-09,Grade 4,881-547-9906
S04120,Kevin Edwards,2011-02-14,Grade 1,571-619-7251
S04121,Maureen Johnson,2006-06-19,Grade 5,409-290-6593
S04122,April Mahoney,2008-05-24,Grade 3,434-284-2157
S04123,Jennifer Solis,2015-04-01,Grade 4,732-274-8487
S04124,Jonathan Martin,2009-09-16,Grade 4,703-828-9108
S04125,Michelle Clark,2006-03-19,Grade 5,775-560-3047
S04126,Dr. Joshua Rogers,2017-10-02,Grade 5,258-311-8860
S04127,Vincent Hansen,2016-12-10,Grade 3,434-024-9744
S04128,Angela Turner,2007-03-21,Grade 4,044-579-6003
S04129,michael mckee,2015-03-18,Grade 2,778-908-9647
S04130,Danielle Wong MD,2017-02-21,Grade 3,024-419-7781
S04131,Laurie King,2015-04-24,Grade 1,732-446-7190
S04132,Anita Martinez,2009-08-21,Grade 1,733-218-4648
S04133,Stephanie Harris,2013-12-16,Grade 5,unknown
S04134,Jocelyn Allen,2018-03-21,Grade 3,295-241-9369
S04135,Eric Lewis,2007-12-18,Grade 5,910-708-7302
S04136,Catherine Nunez,2017-11-11,Grade 3,795-960-0742
S04137,Corey Morgan,2016-03-21,Grade 4,996-042-0512
S04138,Gregory Simpson,2014-03-26,Grade 1,873-252-6171
S04139,tina hernandez,2009-01-16,Grade 3,251-010-5527
S04140,Amber Martin,2011-10-02,Grade 5,491-639-0641
S04141,Brian Stanley,2008-12-01,Grade 5,547-868-1848
S04142,Andrea Shah,2013-03-25,Grade 1,505-205-0795
S04143,Devin Wu,2017-11-05,Grade 1,829-766-3017
S04144,Timothy Brown,2007-09-11,Grade 5,798-958-3623
S04145,Alicia Good,2009-07-19,Grade 3,816-066-4906
S04146,Thomas Gonzalez,2015-11-26,Grade 1,043-836-8648
S04147,Courtney Miranda,2007-11-29,Grade 2,619-691-0922
S04148,Laurie Lee,2006-03-16,Grade 2,012-051-1323
S04149,Ryan George,2014-08-12,Grade 1,341-680-4656
S04150,Sarah Williams,2009-10-21,Grade 2,369-011-2844
S04151,Melanie Nash,2014-03-04,Grade 2,344-144-5221
S04152,Stephanie Schneider,2010-08-26,Grade 2,599-317-7673
S04153,Jesus Cobb,2007-06-22,Grade 5,266-860-2517
S04154,cody soto,2007-10-06,Grade 5,393-878-2235
S04155,karen singh,2010-09-07,Grade 1,143-713-2876
S04156,Sheri Williams,2012-12-24,Grade 2,226-830-0744
S04157,Yvonne Reed,2007-01-25,Grade 4,560-768-5086
S04158,Brett Edwards,2006-09-26,Grade 2,444-540-1296
S04159,Isaiah Clark,2017-10-19,Grade 2,359-273-5358
S04160,Lance Schmitt,2014-03-22,Grade 3,067-333-9023
S04161,Sara Brooks,2014-06-27,Grade 2,unknown
S04162,Lauren Graves,2015-04-30,Grade 3,789-573-5149
S04163,Samantha Carey,2015-07-05,Grade 2,884-116-4488
S04164,Lucas Williams,2015-09-27,Grade 4,486-863-8777
S04165,Sandra Robinson,2014-11-14,Grade 5,515-745-6467
S04166,Dennis Richardson,2013-03-05,Grade 2,823-545-1482
S04167,Monica Jones,2015-07-06,Grade 5,372-423-5654
S04168,Laura Watson,2013-09-11,Grade 4,858-643-8838
S04169,Danielle Martin,2018-05-10,Grade 2,458-566-1602
S04170,Jonathan Hogan,2008-09-11,Grade 1,271-359-1345
S04171,Brandon Meyers,2006-10-27,Grade 2,055-457-9035
S04172,Brian Crosby,2015-06-03,Grade 4,900-337-3138
S04173,Linda Charles,2007-09-21,Grade 4,899-042-5731
S04174,James Thomas,2008-10-04,Grade 2,325-546-9385
S04175,Becky Garcia,2008-10-08,Grade 4,756-007-6393
S04176,Kimberly Mosley,2011-08-06,Grade 3,440-671-8695
S04177,Shane Perry,2016-08-04,Grade 3,022-796-1253
S04178,Jeffrey Williams,2012-04-24,Grade 3,034-902-0789
S04179,Cheyenne Johnson,2006-07-20,Grade 4,568-474-3827
S04180,Michelle Simmons,2010-01-14,Grade 5,101-871-7913
S04181,Nicole Hodge,2007-09-07,Grade 2,530-382-4915
S04182,Rebecca Campbell,2012-05-12,Grade 3,235-236-4473
S04183,Maria Butler,2016-02-17,Grade 1,445-147-4430
S04184,Lee Robinson,2007-02-10,Grade 5,367-783-8359
S04185,Sarah Day,2016-05-15,Grade 5,762-707-0393
S04186,Scott Novak,2016-12-10,Grade 5,754-618-2340
S04187,Anthony Cross,2009-07-01,Grade 1,248-450-3829
S04188,Matthew Wang,2008-03-12,Grade 4,777-101-8547
S04189,Heather Brown,2013-08-16,Grade 1,896-249-7392
S04190,Thomas Jenkins,2013-03-28,Grade 1,950-626-8597
S04191,Jennifer Lee,2018-11-09,Grade 3,436-499-8133
S04192,Kristen Potter,2017-09-03,Grade 1,398-998-5037
S04193,Alex Neal,2010-02-16,Grade 2,214-946-0300
S04194,Krystal Reilly,2009-07-10,Grade 2,402-430-6742
S04195,Julie Smith,2014-05-10,Grade 1,503-190-6262
S04196,Stacey Fuentes,2016-12-04,Grade 2,102-513-2870
S04197,Samuel Bowman,2007-01-19,Grade 3,587-846-2897
S04198,Crystal Kidd,2009-11-01,Grade 3,807-579-5356
S04199,Holly Baxter,2011-04-06,Grade 5,949-695-4708
S04200,Mason Paul,2009-11-24,Grade 4,214-866-2607
S04201,Michael Fernandez,2014-12-24,Grade 4,523-439-3466
S04202,Mary Hawkins,2017-04-30,Grade 3,196-261-3468
S04203,Brittany Walker,2007-11-05,Grade 3,186-961-0991
S04204,Shane Sullivan,2016-07-07,Grade 4,182-824-5708
S04205,Susan Morris,2008-04-12,Grade 4,561-925-0381
S04206,Kelly Bell,2012-02-04,Grade 3,320-419-6226
S04207,Tyler Flores,2015-11-03,Grade 5,768-814-3791
S04208,paul hammond,2007-02-13,Grade 5,524-393-0658
S04209,Travis White,2014-05-05,Grade 2,940-385-1918
S04210,Stacey Bowman,2007-02-25,Grade 1,303-577-7482
S04211,Angela Wolf,2014-09-11,Grade 4,360-362-9927
S04212,Kathryn Smith,2011-01-23,Grade 3,456-543-6358
S04213,David Glover,2014-12-11,Grade 2,876-555-9980
S04214,Leah Haney,2012-12-29,Grade 5,unknown
S04215,Jessica Dennis,2007-10-08,Grade 3,195-775-3136
S04216,Elizabeth Rubio,2018-11-06,Grade 3,271-382-9896
S04217,steven lee,2019-01-14,Grade 3,258-475-7193
S04218,heather wall,2012-01-31,Grade 4,553-665-3986
S04219,Matthew Harper,2009-01-01,Grade 2,513-335-6652
S04220,Dr. Jared Hughes,2017-08-02,Grade 3,329-424-5048
S04221,William Clark,2012-11-15,Grade 5,722-696-3493
S04222,Christopher Stewart,2014-04-19,Grade 3,532-692-9370
S04223,Cynthia Nicholson,2017-03-04,Grade 5,474-975-8247
S04224,Laura Herrera,2006-07-31,Grade 2,906-510-8586
S04225,Allison Browning,2006-08-28,Grade 4,253-641-8287
S04226,Victoria Lynn,2009-12-26,Grade 3,824-321-9202
S04227,victor shaw,2016-12-11,Grade 2,430-057-1435
S04228,David Jones,2011-03-08,Grade 5,227-908-4228
S04229,Brandon Ritter,2011-12-13,Grade 4,461-499-7231
S04230,Ellen Morris,2010-05-06,Grade 5,859-678-0773
S04231,Jonathan Adams,2013-02-19,Grade 2,727-484-1193
S04232,Anthony Brown,2008-06-30,Grade 2,646-697-9000
S04233,Brenda Mcbride,2017-02-04,Grade 5,205-822-3814
S04234,Terry Miller,2012-06-06,Grade 5,485-716-5871
S04235,lauren baker,2012-08-27,Grade 1,331-796-8139
S04236,Tyler Johnston,2007-09-04,Grade 1,876-788-6068
S04237,Lisa Robbins,2011-04-05,Grade 4,628-436-8776
S04238,Amy Young,2012-06-03,Grade 3,290-855-5338
S04239,Katherine Adams,2009-03-02,Grade 4,unknown
S04240,Alicia Ray,2010-06-30,Grade 4,unknown
S04241,Kara Williams,2011-06-17,Grade 3,686-313-6879
S04242,Susan Gay,2008-07-05,Grade 3,668-699-5778
S04243,Brian West,2011-07-03,Grade 2,428-406-7938
S04244,James Bond,2018-09-08,Grade 3,611-909-1530
S04245,tyler baker,2007-08-02,Grade 1,929-428-9223
S04246,Jeffery Duncan,2012-10-26,Grade 5,533-841-3213
S04247,Matthew Brown,2012-11-10,Grade 4,475-435-6907
S04248,Patrick Powell,2016-03-09,Grade 5,447-632-3144
S04249,Ian Bonilla,2017-06-26,Grade 3,736-493-7997
S04250,Mrs. Jennifer Hernandez,2013-10-06,Grade 3,992-087-7046
S04251,Jamie Erickson,2014-01-19,Grade 3,556-115-4659
S04252,william ryan,2016-02-18,Grade 5,510-538-8115
S04253,Lauren Blackwell,2008-04-14,Grade 1,221-825-8886
S04254,Kevin Hill,2008-06-05,Grade 3,592-944-1161
S04255,Michelle Simmons,2008-12-03,Grade 5,654-230-1344
S04256,William Santiago,2013-05-22,Grade 3,904-896-8994
S04257,Kristin Morales,2011-05-04,Grade 4,657-987-8593
S04258,Denise Lowe,2008-11-02,Grade 2,545-278-3456
S04259,Anna Johnson,2016-07-01,Grade 3,589-103-4581
S04260,Stephen Page,2008-05-26,Grade 2,571-994-0055
S04261,jonathan thompson,2010-08-17,Grade 1,416-190-1353
S04262,Brian Odonnell,2006-06-15,Grade 5,506-563-9788
S04263,Kelly Moore,2011-07-08,Grade 4,304-745-0571
S04264,james walker,2009-11-10,Grade 1,321-587-1788
S04265,christina salinas,2018-08-31,Grade 2,053-539-0173
S04266,paul becker,2019-01-03,Grade 4,847-694-0736
S04267,Kathryn Phillips,2016-12-27,Grade 1,311-984-6588
S04268,William Scott,2018-04-23,Grade 1,666-831-6961
S04269,Amanda Vargas,2008-08-07,Grade 2,285-919-0076
S04270,Cameron Miller,2017-08-30,Grade 1,975-519-8341
S04271,Jeffrey Houston,2012-09-04,Grade 2,832-769-7084
S04272,james wiggins,2006-10-23,Grade 4,280-520-6751
S04273,Karen Walker,2012-03-10,Grade 5,654-909-9371
S04274,Mr. Robert Diaz,2008-06-27,Grade 5,344-246-9817
S04275,Maria Robertson,2008-09-24,Grade 2,302-678-5399
S04276,William Ford,2018-03-28,Grade 3,487-734-0703
S04277,James Davis,2010-03-28,Grade 2,256-834-4877
S04278,Adam Weeks,2010-05-08,Grade 2,316-419-4740
S04279,Anthony Warren,2006-05-04,Grade 1,486-311-8221
